"CÓDIGO CNAE","LINK CNAE","DESCRIÇÃO CNAE","CÓDIGO SERVIÇO","DESCRIÇÃO SERVIÇO","LOCAL DE RECOLHIMENTO - ISS"
"7729202","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7729202-aluguel-de-moveis-utensilios-e-aparelhos-de-uso-domestico-e-pessoal-instrumentos-musicais/","Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais","17.12","Administração em geral, inclusive de bens e negócios de terceiros.","ISS devido no local do Estabelecimento do Prestador"
"7729203","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7729203-aluguel-de-material-medico/","Aluguel de material médico","17.13","Leilão e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"7729299","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7729299-aluguel-de-outros-objetos-pessoais-e-domesticos-nao-especificados-anteriormente/","Aluguel de outros objetos pessoais e domésticos não especificados anteriormente","17.14","Advocacia.","ISS devido no local do Estabelecimento do Prestador"
"7731400","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7731400-aluguel-de-maquinas-e-equipamentos-agricolas-sem-operador/","Aluguel de máquinas e equipamentos agrícolas sem operador","17.15","Arbitragem de qualquer espécie, inclusive jurídica.","ISS devido no local do Estabelecimento do Prestador"
"7732201","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7732201-aluguel-de-maquinas-e-equipamentos-para-construcao-sem-operador-exceto-andaimes/","Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","17.16","Auditoria.","ISS devido no local do Estabelecimento do Prestador"
"7732202","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7732202-aluguel-de-andaimes/","Aluguel de andaimes","17.17","Análise de Organização e Métodos.","ISS devido no local do Estabelecimento do Prestador"
"7733100","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7733100-aluguel-de-maquinas-e-equipamentos-para-escritorio/","Aluguel de máquinas e equipamentos para escritório","17.18","Atuária e cálculos técnicos de qualquer natureza.","ISS devido no local do Estabelecimento do Prestador"
"7739001","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7739001-aluguel-de-maquinas-e-equipamentos-para-extracao-de-minerios-e-petroleo-sem-operador/","Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador","17.19","Contabilidade, inclusive serviços técnicos e auxiliares.","ISS devido no local do Estabelecimento do Prestador"
"7739002","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7739002-aluguel-de-equipamentos-cientificos-medicos-e-hospitalares-sem-operador/","Aluguel de equipamentos científicos, médicos e hospitalares, sem operador","17.20","Consultoria e assessoria econômica ou financeira.","ISS devido no local do Estabelecimento do Prestador"
"7739003","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7739003-aluguel-de-palcos-coberturas-e-outras-estruturas-de-uso-temporario-exceto-andaimes/","Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes","17.21","Estatística.","ISS devido no local do Estabelecimento do Prestador"
"7739099","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7739099-aluguel-de-outras-maquinas-e-equipamentos-comerciais-e-industriais-nao-especificados-anteriormente-sem-operador/","Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador","17.22","Cobrança em geral.","ISS devido no local do Estabelecimento do Prestador"
"7740300","https://www.contabilizei.com.br/consulta-cnae/alugueis-nao-imobiliarios-e-gestao-de-ativos-intangiveis-nao-financeiros/7740300-gestao-de-ativos-intangiveis-nao-financeiros/","Gestão de ativos intangíveis não-financeiros","17.23","Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a receber ou a pagar e em geral, relacionados a operações de faturização (factoring).","ISS devido no local do Estabelecimento do Prestador"
"7911200","https://www.contabilizei.com.br/consulta-cnae/agencias-de-viagens-operadores-turisticos-e-servicos-de-reservas/7911200-agencias-de-viagens/","Agências de viagens","17.24","Apresentação de palestras, conferências, seminários e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"7912100","https://www.contabilizei.com.br/consulta-cnae/agencias-de-viagens-operadores-turisticos-e-servicos-de-reservas/7912100-operadores-turisticos/","Operadores turísticos","17.25","Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita).(Incluído pela Lei Complementar nº 157, de 2016)","ISS devido no local do Estabelecimento do Prestador"
"7990200","https://www.contabilizei.com.br/consulta-cnae/agencias-de-viagens-operadores-turisticos-e-servicos-de-reservas/7990200-servicos-de-reservas-e-outros-servicos-de-turismo-nao-especificados-anteriormente/","Serviços de reservas e outros serviços de turismo não especificados anteriormente","18.01","Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de seguros; prevenção e gerência de riscos seguráveis e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"8011102","https://www.contabilizei.com.br/consulta-cnae/atividades-de-vigilancia-seguranca-e-investigacao/8011102-servicos-de-adestramento-de-caes-de-guarda/","Serviços de adestramento de cães de guarda","19.01","Serviços de distribuição e venda de bilhetes e demais produtos de loteria, bingos, cartões, pules ou cupons de apostas, sorteios, prêmios, inclusive os decorrentes de títulos de capitalização e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"8030700","https://www.contabilizei.com.br/consulta-cnae/atividades-de-vigilancia-seguranca-e-investigacao/8030700-atividades-de-investigacao-particular/","Atividades de investigação particular","20.01","Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres.","ISS devido no local da execução do serviço"
"8121400","https://www.contabilizei.com.br/consulta-cnae/servicos-para-edificios-e-atividades-paisagisticas/8121400-limpeza-em-predios-e-em-domicilios/","Limpeza em prédios e em domicílios","20.02","Serviços aeroportuários, utilização de aeroporto, movimentação de passageiros, armazenagem de qualquer natureza, capatazia, movimentação de aeronaves, serviços de apoio aeroportuários, serviços acessórios, movimentação de mercadorias, logística e congêneres.","ISS devido no local da execução do serviço"
"8122200","https://www.contabilizei.com.br/consulta-cnae/servicos-para-edificios-e-atividades-paisagisticas/8122200-imunizacao-e-controle-de-pragas-urbanas/","Imunização e controle de pragas urbanas","20.03","Serviços de terminais rodoviários, ferroviários, metroviários, movimentação de passageiros, mercadorias, inclusive suas operações, logística e congêneres.","ISS devido no local da execução do serviço"
"8129000","https://www.contabilizei.com.br/consulta-cnae/servicos-para-edificios-e-atividades-paisagisticas/8129000-atividades-de-limpeza-nao-especificadas-anteriormente/","Atividades de limpeza não especificadas anteriormente","21.01","Serviços de registros públicos, cartorários e notariais.","ISS devido no local do Estabelecimento do Prestador"
"8130300","https://www.contabilizei.com.br/consulta-cnae/servicos-para-edificios-e-atividades-paisagisticas/8130300-atividades-paisagisticas/","Atividades paisagísticas","22.01","Serviços de exploração de rodovia mediante cobrança de preço ou pedágio dos usuários, envolvendo execução de serviços de conservação, manutenção, melhoramentos para adequação de capacidade e segurança de trânsito, operação, monitoração, assistência aos usuários e outros serviços definidos em contratos, atos de concessão ou de permissão ou em normas oficiais.","ISS devido em cada municipio proporcionalmente"
"8211300","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8211300-servicos-combinados-de-escritorio-e-apoio-administrativo/","Serviços combinados de escritório e apoio administrativo","23.01","Serviços de programação e comunicação visual, desenho industrial e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"8219999","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8219999-preparacao-de-documentos-e-servicos-especializados-de-apoio-administrativo-nao-especificados-anteriormente/","Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente","24.01","Serviços de chaveiros, confecção de carimbos, placas, sinalização visual, banners, adesivos e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"8220200","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8220200-atividades-de-teleatendimento/","Atividades de teleatendimento","25.01","Funerais, inclusive fornecimento de caixão, urna ou esquifes; aluguel de capela; transporte do corpo cadavérico; fornecimento de flores, coroas e outros paramentos; desembaraço de certidão de óbito; fornecimento de véu, essa e outros adornos; embalsamento, embelezamento, conservação ou restauração de cadáveres.","ISS devido no local do Estabelecimento do Prestador"
"8230001","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8230001-servicos-de-organizacao-de-feiras-congressos-exposicoes-e-festas/","Serviços de organização de feiras, congressos, exposições e festas","25.02","Translado intramunicipal e cremação de corpos e partes de corpos cadavéricos. (Redação dada pela Lei Complementar nº 157, de 2016)","ISS devido no local do Estabelecimento do Prestador"
"8230002","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8230002-casas-de-festas-e-eventos/","Casas de festas e eventos","25.03","Planos ou convênio funerários.","ISS devido no local do Estabelecimento do Prestador"
"8291100","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8291100-atividades-de-cobranca-e-informacoes-cadastrais/","Atividades de cobrança e informações cadastrais","25.04","Manutenção e conservação de jazigos e cemitérios.","ISS devido no local do Estabelecimento do Prestador"
"8299701","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299701-medicao-de-consumo-de-energia-eletrica-gas-e-agua/","Medição de consumo de energia elétrica, gás e água","25.05","Cessão de uso de espaços em cemitérios para sepultamento. (Incluído pela Lei Complementar nº 157, de 2016)","ISS devido no local do Estabelecimento do Prestador"
"8299703","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299703-servicos-de-gravacao-de-carimbos-exceto-confeccao/","Serviços de gravação de carimbos, exceto confecção","26.01","Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas; courrier e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"8299707","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299707-salas-de-acesso-a-internet/","Salas de acesso à internet","27.01","Serviços de assistência social.","ISS devido no local do Estabelecimento do Prestador"
"8299799","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299799-outras-atividades-de-servicos-prestados-principalmente-as-empresas-nao-especificadas-anteriormente/","Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente","28.01","Serviços de avaliação de bens e serviços de qualquer natureza.","ISS devido no local do Estabelecimento do Prestador"
"8299799","https://www.contabilizei.com.br/consulta-cnae/servicos-de-escritorio-de-apoio-administrativo-e-outros-servicos-prestados-principalmente-as-empresas/8299799-outras-atividades-de-servicos-prestados-principalmente-as-empresas-nao-especificadas-anteriormente/","Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente","29.01","Serviços de biblioteconomia.","ISS devido no local do Estabelecimento do Prestador"
"8511200","https://www.contabilizei.com.br/consulta-cnae/educacao/8511200-educacao-infantil-creche/","Educação infantil – creche","30.01","Serviços de biologia, biotecnologia e química.","ISS devido no local do Estabelecimento do Prestador"
"8512100","https://www.contabilizei.com.br/consulta-cnae/educacao/8512100-educacao-infantil-pre-escola/","Educação infantil – pré-escola","31.01","Serviços técnicos em edificações, eletrônica, eletrotécnica, mecânica, telecomunicações e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"8513900","https://www.contabilizei.com.br/consulta-cnae/educacao/8513900-ensino-fundamental/","Ensino fundamental","32.01","Serviços de desenhos técnicos.","ISS devido no local do Estabelecimento do Prestador"
"8520100","https://www.contabilizei.com.br/consulta-cnae/educacao/8520100-ensino-medio/","Ensino médio","33.01","Serviços de desembaraço aduaneiro, comissários, despachantes e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"8531700","https://www.contabilizei.com.br/consulta-cnae/educacao/8531700-educacao-superior-graduacao/","Educação superior – graduação","34.01","Serviços de investigações particulares, detetives e congêneres.","ISS devido no local do Estabelecimento do Prestador"
"8532500","https://www.contabilizei.com.br/consulta-cnae/educacao/8532500-educacao-superior-graduacao-e-pos-graduacao/","Educação superior – graduação e pós-graduação","35.01","Serviços de reportagem, assessoria de imprensa, jornalismo e relações públicas.","ISS devido no local do Estabelecimento do Prestador"
"8533300","https://www.contabilizei.com.br/consulta-cnae/educacao/8533300-educacao-superior-pos-graduacao-e-extensao/","Educação superior – pós-graduação e extensão","36.01","Serviços de meteorologia.","ISS devido no local do Estabelecimento do Prestador"
"8541400","https://www.contabilizei.com.br/consulta-cnae/educacao/8541400-educacao-profissional-de-nivel-tecnico/","Educação profissional de nível técnico","37.01","Serviços de artistas, atletas, modelos e manequins.","ISS devido no local do Estabelecimento do Prestador"
"8542200","https://www.contabilizei.com.br/consulta-cnae/educacao/8542200-educacao-profissional-de-nivel-tecnologico/","Educação profissional de nível tecnológico","38.01","Serviços de museologia","ISS devido no local do Estabelecimento do Prestador"
"8550302","https://www.contabilizei.com.br/consulta-cnae/educacao/8550302-atividades-de-apoio-a-educacao-exceto-caixas-escolares/","Atividades de apoio à educação, exceto caixas escolares","39.01","Serviços de ourivesaria e lapidação (quando o material for fornecido pelo tomador do serviço).","ISS devido no local do Estabelecimento do Prestador"
"8591100","https://www.contabilizei.com.br/consulta-cnae/educacao/8591100-ensino-de-esportes/","Ensino de esportes","40.01","Obras de arte sob encomenda.","ISS devido no local do Estabelecimento do Prestador"
"8591100","https://www.contabilizei.com.br/consulta-cnae/educacao/8591100-ensino-de-esportes/","Ensino de esportes","","",""
"8592901","https://www.contabilizei.com.br/consulta-cnae/educacao/8592901-ensino-de-danca/","Ensino de dança","","",""
"8592901","https://www.contabilizei.com.br/consulta-cnae/educacao/8592901-ensino-de-danca/","Ensino de dança","","",""
"8592902","https://www.contabilizei.com.br/consulta-cnae/educacao/8592902-ensino-de-artes-cenicas-exceto-danca/","Ensino de artes cênicas, exceto dança","","",""
"8592903","https://www.contabilizei.com.br/consulta-cnae/educacao/8592903-ensino-de-musica/","Ensino de música","","",""
"8592999","https://www.contabilizei.com.br/consulta-cnae/educacao/8592999-ensino-de-arte-e-cultura-nao-especificado-anteriormente/","Ensino de arte e cultura não especificado anteriormente","","",""
"8593700","https://www.contabilizei.com.br/consulta-cnae/educacao/8593700-ensino-de-idiomas/","Ensino de idiomas","","",""
"8599603","https://www.contabilizei.com.br/consulta-cnae/educacao/8599603-treinamento-em-informatica/","Treinamento em informática","","",""
"8599604","https://www.contabilizei.com.br/consulta-cnae/educacao/8599604-treinamento-em-desenvolvimento-profissional-e-gerencial/","Treinamento em desenvolvimento profissional e gerencial","","",""
"8599605","https://www.contabilizei.com.br/consulta-cnae/educacao/8599605-cursos-preparatorios-para-concursos/","Cursos preparatórios para concursos","","",""
"8599699","https://www.contabilizei.com.br/consulta-cnae/educacao/8599699-outras-atividades-de-ensino-nao-especificadas-anteriormente/","Outras atividades de ensino não especificadas anteriormente","","",""
"8610101","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8610101-atividades-de-atendimento-hospitalar-exceto-pronto-socorro-e-unidades-para-atendimento-a-urgencias/","Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências","","",""
"8630501","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8630501-atividade-medica-ambulatorial-com-recursos-para-realizacao-de-procedimentos-cirurgicos/","Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos","","",""
"8630502","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8630502-atividade-medica-ambulatorial-com-recursos-para-realizacao-de-exames-complementares/","Atividade médica ambulatorial com recursos para realização de exames complementares","","",""
"8630503","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8630503-atividade-medica-ambulatorial-restrita-a-consultas/","Atividade médica ambulatorial restrita a consultas","","",""
"8630504","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8630504-atividade-odontologica/","Atividade odontológica","","",""
"8630506","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8630506-servicos-de-vacinacao-e-imunizacao-humana/","Serviços de vacinação e imunização humana","","",""
"8630507","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8630507-atividades-de-reproducao-humana-assistida/","Atividades de reprodução humana assistida","","",""
"8630599","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8630599-atividades-de-atencao-ambulatorial-nao-especificadas-anteriormente/","Atividades de atenção ambulatorial não especificadas anteriormente","","",""
"8640201","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640201-laboratorios-de-anatomia-patologica-e-citologica/","Laboratórios de anatomia patológica e citológica","","",""
"8640201","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640201-laboratorios-de-anatomia-patologica-e-citologica/","Laboratórios de anatomia patológica e citológica","","",""
"8640202","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640202-laboratorios-clinicos/","Laboratórios clínicos","","",""
"8640202","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640202-laboratorios-clinicos/","Laboratórios clínicos","","",""
"8640203","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640203-servicos-de-dialise-e-nefrologia/","Serviços de diálise e nefrologia","","",""
"8640204","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640204-servicos-de-tomografia/","Serviços de tomografia","","",""
"8640204","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640204-servicos-de-tomografia/","Serviços de tomografia","","",""
"8640205","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640205-servicos-de-diagnostico-por-imagem-com-uso-de-radiacao-ionizante-exceto-tomografia/","Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia","","",""
"8640205","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640205-servicos-de-diagnostico-por-imagem-com-uso-de-radiacao-ionizante-exceto-tomografia/","Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia","","",""
"8640206","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640206-servicos-de-ressonancia-magnetica/","Serviços de ressonância magnética","","",""
"8640206","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640206-servicos-de-ressonancia-magnetica/","Serviços de ressonância magnética","","",""
"8640207","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640207-servicos-de-diagnostico-por-imagem-sem-uso-de-radiacao-ionizante-exceto-ressonancia-magnetica/","Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética","","",""
"8640207","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640207-servicos-de-diagnostico-por-imagem-sem-uso-de-radiacao-ionizante-exceto-ressonancia-magnetica/","Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética","","",""
"8640208","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640208-servicos-de-diagnostico-por-registro-grafico-ecg-eeg-e-outros-exames-analogos/","Serviços de diagnóstico por registro gráfico – ECG, EEG e outros exames análogos","","",""
"8640208","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640208-servicos-de-diagnostico-por-registro-grafico-ecg-eeg-e-outros-exames-analogos/","Serviços de diagnóstico por registro gráfico – ECG, EEG e outros exames análogos","","",""
"8640209","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640209-servicos-de-diagnostico-por-metodos-opticos-endoscopia-e-outros-exames-analogos/","Serviços de diagnóstico por métodos ópticos – endoscopia e outros exames análogos","","",""
"8640209","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640209-servicos-de-diagnostico-por-metodos-opticos-endoscopia-e-outros-exames-analogos/","Serviços de diagnóstico por métodos ópticos – endoscopia e outros exames análogos","","",""
"8640210","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640210-servicos-de-quimioterapia/","Serviços de quimioterapia","","",""
"8640211","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640211-servicos-de-radioterapia/","Serviços de radioterapia","","",""
"8640212","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640212-servicos-de-hemoterapia/","Serviços de hemoterapia","","",""
"8640213","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640213-servicos-de-litotripsia/","Serviços de litotripsia","","",""
"8640214","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640214-servicos-de-bancos-de-celulas-e-tecidos-humanos/","Serviços de bancos de células e tecidos humanos","","",""
"8640299","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8640299-atividades-de-servicos-de-complementacao-diagnostica-e-terapeutica-nao-especificadas-anteriormente/","Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente","","",""
"8650001","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8650001-atividades-de-enfermagem/","Atividades de enfermagem","","",""
"8650002","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8650002-atividades-de-profissionais-da-nutricao/","Atividades de profissionais da nutrição","","",""
"8650003","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8650003-atividades-de-psicologia-e-psicanalise/","Atividades de psicologia e psicanálise","","",""
"8650004","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8650004-atividades-de-fisioterapia/","Atividades de fisioterapia","","",""
"8650004","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8650004-atividades-de-fisioterapia/","Atividades de fisioterapia","","",""
"8650005","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8650005-atividades-de-terapia-ocupacional/","Atividades de terapia ocupacional","","",""
"8650006","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8650006-atividades-de-fonoaudiologia/","Atividades de fonoaudiologia","","",""
"8650007","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8650007-atividades-de-terapia-de-nutricao-enteral-e-parenteral/","Atividades de terapia de nutrição enteral e parenteral","","",""
"8650099","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8650099-atividades-de-profissionais-da-area-de-saude-nao-especificadas-anteriormente/","Atividades de profissionais da área de saúde não especificadas anteriormente","","",""
"8660700","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8660700-atividades-de-apoio-a-gestao-de-saude/","Atividades de apoio à gestão de saúde","","",""
"8690901","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8690901-atividades-de-praticas-integrativas-e-complementares-em-saude-humana/","Atividades de práticas integrativas e complementares em saúde humana","","",""
"8690903","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8690903-atividades-de-acupuntura/","Atividades de acupuntura","","",""
"8690904","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8690904-atividades-de-podologia/","Atividades de podologia","","",""
"8690999","https://www.contabilizei.com.br/consulta-cnae/atividades-de-atencao-a-saude-humana/8690999-outras-atividades-de-atencao-a-saude-humana-nao-especificadas-anteriormente/","Outras atividades de atenção à saúde humana não especificadas anteriormente","","",""
"9001901","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001901-producao-teatral/","Produção teatral","","",""
"9001902","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001902-producao-musical/","Produção musical","","",""
"9001903","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001903-producao-de-espetaculos-de-danca/","Produção de espetáculos de dança","","",""
"9001904","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001904-producao-de-espetaculos-circenses-de-marionetes-e-similares/","Produção de espetáculos circenses, de marionetes e similares","","",""
"9001905","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001905-producao-de-espetaculos-de-rodeios-vaquejadas-e-similares/","Produção de espetáculos de rodeios, vaquejadas e similares","","",""
"9001906","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001906-atividades-de-sonorizacao-e-de-iluminacao/","Atividades de sonorização e de iluminação","","",""
"9001999","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001999-artes-cenicas-espetaculos-e-atividades-complementares-nao-especificadas-anteriormente/","Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente","","",""
"9002701","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9002701-atividades-de-artistas-plasticos-jornalistas-independentes-e-escritores/","Atividades de artistas plásticos, jornalistas independentes e escritores","","",""
"9002702","https://www.contabilizei.com.br/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9002702-restauracao-de-obras-de-arte/","Restauração de obras de arte","","",""
"9311500","https://www.contabilizei.com.br/consulta-cnae/atividades-esportivas-e-de-recreacao-e-lazer/9311500-gestao-de-instalacoes-de-esportes/","Gestão de instalações de esportes","","",""
"9313100","https://www.contabilizei.com.br/consulta-cnae/atividades-esportivas-e-de-recreacao-e-lazer/9313100-atividades-de-condicionamento-fisico/","Atividades de condicionamento físico","","",""
"9313100","https://www.contabilizei.com.br/consulta-cnae/atividades-esportivas-e-de-recreacao-e-lazer/9313100-atividades-de-condicionamento-fisico/","Atividades de condicionamento físico","","",""
"9319101","https://www.contabilizei.com.br/consulta-cnae/atividades-esportivas-e-de-recreacao-e-lazer/9319101-producao-e-promocao-de-eventos-esportivos/","Produção e promoção de eventos esportivos","","",""
